id,input,output
nikluge-au-2022-train-004959,아무도 안만들고...,0
nikluge-au-2022-train-004960,아무도 안놀아주고...,0
nikluge-au-2022-train-004961,물론 제가 바라는 국가정책은 빨갱이적이니까 그렇게 나누면 진보파로 보이긴할텐데요.,1
nikluge-au-2022-train-004962,8일날 주세여....,0
nikluge-au-2022-train-004963,나는 바보야...,0
nikluge-au-2022-train-004964,월급이나 제 때 넣어라 이 미친자들아.,1
nikluge-au-2022-train-004965,아무래도 사회 카테고리 기사라 &affiliation&충 더 금방 따라붙을 것 같으니 선플 + 좋아요 + 순공감순으로 공감 부탁드립니다,1
nikluge-au-2022-train-004966,개판이여 진짜,1
nikluge-au-2022-train-004967,규제 법안을 여당에서 내지만 매번 야당에 의해 가로막히던데 죽었으면 좋겠다.,1
nikluge-au-2022-train-004968,호모팬덤이라서  &name&가 이용하는거라고??,1
nikluge-au-2022-train-004969,하지만 잘생겨쬬,0
nikluge-au-2022-train-004970,일베충 붙었어요,1
nikluge-au-2022-train-004971,갱앵이면 눈치 빻아서 앞열이나 뒷열이어도 가운데 섰을 것 같아서 일단 아니라고 생각합니다..,1
nikluge-au-2022-train-004972,내가 진짜 폰만 신형이었어도...,0
nikluge-au-2022-train-004973,칭구드라 진짜 잘 찍지 않았냐????,0
nikluge-au-2022-train-004974,하하하하하,0
nikluge-au-2022-train-004975,개놈들아...,1
nikluge-au-2022-train-004976,근데 파스타 정말 투명하다...,0
nikluge-au-2022-train-004977,설마 한남 감독들 속으로 다들 아 이번에 심사위원장 남자여서 다행이다. 이번만큼은 우리 작품의 진정성을 알아줄 것 이지랄 하고 있는 거 아니냐....,1
nikluge-au-2022-train-004978,"괜찮은 소재를 조각보라고 치고, 조각보를 엮어 작품으로 만들 수 있는 구성력을 가진 감독은 한국 영화계에 몇 없다 생각한다.",0
nikluge-au-2022-train-004979,저 너무 열받아서 작업하느라 쥐고 있던 펜 던졌잖아요,0
nikluge-au-2022-train-004980,진짜 개같다....,1
nikluge-au-2022-train-004981,고소 좀 해라...,1
nikluge-au-2022-train-004982,물론 빻은 질문하면 표정 굳긴 하지만,1
nikluge-au-2022-train-004983,집회 다닐 때 저런 할저씨들 존많문이었는데 걍 둘 중 하나였어요.,1
nikluge-au-2022-train-004984,인생 밑바닥 루저인데 인생역전 꿈꾸는 사기꾼과와 루저면서 사람들이 날 몰라줘 빼애액 하면서 지보다 어린 사람들한테 시비거는 애들.,1
nikluge-au-2022-train-004985,다음 댓글..,0
nikluge-au-2022-train-004986,역시 회사는 이놈이나 저놈이나 개같은 거에요...,1
nikluge-au-2022-train-004987,저게 한남 감독의 한계인가 싶어서 너무 아까웠어요,1
nikluge-au-2022-train-004988,예 제가 스레깁니다..,1
nikluge-au-2022-train-004989,늬들이 인간이냐.,1
nikluge-au-2022-train-004990,어머 기댔대,0
nikluge-au-2022-train-004991,무슨 일이야.,0
nikluge-au-2022-train-004992,&name& 삭발식 3분 남았어.,0
nikluge-au-2022-train-004993,세....월....호...는 걔네들 광분버튼이기 때문에.....,1
nikluge-au-2022-train-004994,지금도 그럴 것 같습니다,0
nikluge-au-2022-train-004995,아니 진짜 거의 접붙이기 수준 아니에요?,0
nikluge-au-2022-train-004996,영화를 잘만들면 뭘 해.,0
nikluge-au-2022-train-004997,암튼 이 영화에 대한 단상은 여기까지만 하겠습니다.,0
nikluge-au-2022-train-004998,진짜진짜 끝끝.,0
nikluge-au-2022-train-004999,집에 가면 자겠지..,0
nikluge-au-2022-train-005000,카붐 스핀오프 나왔으면 좋겠어요.,0
nikluge-au-2022-train-005001,님들 소문 다 났어요.,0
nikluge-au-2022-train-005002,다들 싸우기 싫으니까 쉬쉬한거지.,0
nikluge-au-2022-train-005003,사람이 창피한 줄 알아야지.,0
nikluge-au-2022-train-005004,적어도 조용히는 있어야 지켜보는 사람도 속이 덜 터지는 거 아니겠습니까.,0
nikluge-au-2022-train-005005,"오지마, 분명히 말했어.",0
nikluge-au-2022-train-005006,"이렇게까지 말했는데 오면 해보자는 거라고 생각하고 그자리에서 개망신, 못하면 당일 밤에 다 까발릴거에요",1
nikluge-au-2022-train-005007,그렇게 꼴보기 싫으면 네 눈깔을 터뜨리세요.,1
nikluge-au-2022-train-005008,비건이라는 사람한테 오늘 저녁은 닭갈비 데헷 이따위 멘션 다는 새끼들이 더 싫다.,1
nikluge-au-2022-train-005009,할 수 잇다!,0
nikluge-au-2022-train-005010,&company&하는 사람은 대개 쫄보잖아요,1
nikluge-au-2022-train-005011,니네 다 재미없어,0
nikluge-au-2022-train-005012,ㅏ랑 너무 섹시해,0
nikluge-au-2022-train-005013,자아의탁하고 싶어 —,0
nikluge-au-2022-train-005014,&name& 때문에 사자후라는 단어가 싫어짐,1
nikluge-au-2022-train-005015,뭔개소리야,1
nikluge-au-2022-train-005016,너무 간만에 오타쿠 가득한 공간에서 영화 보느라 그들의 자유낙하하는 극장 매너를 잊고 있었다,1
nikluge-au-2022-train-005017,물리학과 나온 사람들 중에 똑똑한 사람들이 많은 것 같음,0
nikluge-au-2022-train-005018,너무 천박해서 실소가 절로.,1
nikluge-au-2022-train-005019,빨갱이 학교,1
nikluge-au-2022-train-005020,엑시트에 대한 이미지 트윗은 예전에 봤는데 극한직업은 오타쿠 관련한 글밖에 못봐서 혹시 더 이야기해주실 수 있나요?,1
nikluge-au-2022-train-005021,걔네가 더 동시대적으로 사람 망치는 건 맞지,1
nikluge-au-2022-train-005022,실제는 전혀 다를 텐데 카메라 의식을 어찌나 하시던지,1
nikluge-au-2022-train-005023,무엇보다 이런 논쟁의 발화자들이 오타쿠 얘기 말곤 아는 게 거의 없는 게 대다수이기 때문에 그렇다.,1
nikluge-au-2022-train-005024,노인이 자기네 입맛에 맞는 말 할 땐 좋아하던 놈들이 자기네 입맛에 안 맞는 말 하니까 극대노해갖고 온갖 혐오 늘어놓는 거 보면…,1
nikluge-au-2022-train-005025,너무 개소리아닌가요?,1
nikluge-au-2022-train-005026,&name&씨 사진 보고 왔는데 야이씨,0
nikluge-au-2022-train-005027,걍 우리형 친구13인데?,0
nikluge-au-2022-train-005028,인싸들은 이런것만으로도 나보고 진정성충이라 그러더라,1
nikluge-au-2022-train-005029,`하는 민족주의 꼰대들과 조화롭게 공명할 뿐임,1
nikluge-au-2022-train-005030,아 씨 옆에 아저씨 존나 암내 오져,1
nikluge-au-2022-train-005031,음알못이긴 한데 진짜 이런 글이 평론으로 취급받는다면 거리로 나가서 시위할 거 같습니다,0
nikluge-au-2022-train-005032,2D에 눈이 멀어서 시국에는 신경도 안쓰는 분위기,1
nikluge-au-2022-train-005033,진짜 잘 생긴 사람은 트위터 안 한다는 모 님의 말씀을 더ㅣ새김,0
nikluge-au-2022-train-005034,나는 어떤 것 같니,0
nikluge-au-2022-train-005035,ㅅㅂ 내가 씹덕같잖아,1
nikluge-au-2022-train-005036,먼 생각하는거야,0
nikluge-au-2022-train-005037,쭉정이들만 있냐,1
nikluge-au-2022-train-005038,이런거 적었구나,0
nikluge-au-2022-train-005039,담주 예비군,0
nikluge-au-2022-train-005040,1등 안해도 A+인데...,0
nikluge-au-2022-train-005041,백십볼트임,0
nikluge-au-2022-train-005042,진짜 씹덕을 위한 영화임,1
nikluge-au-2022-train-005043,감독도 개찐따라서 후속작 안내나봐,1
nikluge-au-2022-train-005044,게이 야동에 나올거 같이 생겻어용,1
nikluge-au-2022-train-005045,근데 그걸 로컬로 한다고?,0
nikluge-au-2022-train-005046,내일 아홉시까지 학교와야되네,0
nikluge-au-2022-train-005047,나무위키 씹덕들이 좋아할만한 영화요,1
nikluge-au-2022-train-005048,넘 섹스에 미친 사람같아,1
nikluge-au-2022-train-005049,뭐 이런 개똥같은 리믹스가 다 있지,1
nikluge-au-2022-train-005050,겜덕한테 이런거 물어보면 안됨,0
nikluge-au-2022-train-005051,그게 매운거예요,0
nikluge-au-2022-train-005052,글고 적당히 수동적이어야 잘빨고 다녀,1
nikluge-au-2022-train-005053,몸으로 때울게,0
nikluge-au-2022-train-005054,자고 일어나니깐 하체에 근육통이,0
nikluge-au-2022-train-005055,어떡해 넘 찐따같아서 귀여움,1
nikluge-au-2022-train-005056,이 장면 보면 감독 진짜 씹덕인거 티남,1
nikluge-au-2022-train-005057,&name& 또라이력이 좀 더 올라간 것 같다,1
nikluge-au-2022-train-005058,야 우리집 좀 있으면 봉인이야,0
nikluge-au-2022-train-005059,오해맞다,0
nikluge-au-2022-train-005060,나만 찐듯,0
nikluge-au-2022-train-005061,검찰 미친놈들아,1
nikluge-au-2022-train-005062,좌파들보다 더하네요,1
nikluge-au-2022-train-005063,이걸 전공으로 삼는 내가 싫군,0
nikluge-au-2022-train-005064,20그램가량,0
nikluge-au-2022-train-005065,걍 프로로 가야할듯,0
nikluge-au-2022-train-005066,아니 또라이 아니예요?,1
nikluge-au-2022-train-005067,봉구스 밥버거나 처먹을것이지,1
nikluge-au-2022-train-005068,&name&이 법무부장관 자리 가지고 뭐라고 할 때마다 존나 웃겨죽겠다,1
nikluge-au-2022-train-005069,이 몸매를 아무리 가꿔도 와꾸는 커버가 안되는 구나 느낄 때가 있음,1
nikluge-au-2022-train-005070,아홉교안 뭔데,0
nikluge-au-2022-train-005071,화천 주랑 같이 재기했네,1
nikluge-au-2022-train-005072,&affiliation& 데스크에서 저딴 질문 써준게 존나 어처구니가 없는데,1
nikluge-au-2022-train-005073,올림푸스에서 나는 제우스입니다！,0
nikluge-au-2022-train-005074,당신의 결과도 알아보세요!,0
nikluge-au-2022-train-005075,발 헛스윙 날리고 공중에 그대로 떠서 꼬리뼈부터 박음;;,0
nikluge-au-2022-train-005076,&other& 하는데 첫 보스 발컨이라 못깸,1
nikluge-au-2022-train-005077,아니 고수보고 코리안 크립토나이트라고 한거 개웃기네,1
nikluge-au-2022-train-005078,온라인 우표제 했다가 개쳐망하고 느낀거 없나봄,1
nikluge-au-2022-train-005079,15년도까지는 가끔 연락했었는데,0
nikluge-au-2022-train-005080,&name& 공식석상에서 달창이라고 했다고?,1
nikluge-au-2022-train-005081,솔직히 존나 기분 나쁜 일이잖아,1
nikluge-au-2022-train-005082,&art& 보고 노래방에서 마이크 대가리 잡아서 하울링 내는 놈들 때문에 스트레스 받아요...,1
nikluge-au-2022-train-005083,텐서플로우 2.0으로 깔려서 개고생함,0
nikluge-au-2022-train-005084,iOS13 가니깐 따로 설정 안했는데 수업시간 직전에 수업 자료 열라고 알림옴,0
nikluge-au-2022-train-005085,[속보] &name& ``검찰개혁 최선.. 청문회서 입장 수차례 밝혔다``,0
nikluge-au-2022-train-005086,| 다음 뉴스,0
nikluge-au-2022-train-005087,저 길고양이들과 함께,0
nikluge-au-2022-train-005088,이러더만...,0
nikluge-au-2022-train-005089,그래놓고 뭔 동아리를 하겠다는거예요 솔직히...,0
nikluge-au-2022-train-005090,물론 올리면 올리는대로 짜증나겠지만…,0
nikluge-au-2022-train-005091,파티원들에게 인내 쓰는 걸 깜빡했어요!,0
nikluge-au-2022-train-005092,전장에 있는 다른 사제가 써 주겠죠.”,0
nikluge-au-2022-train-005093,트롤링 오지게 하네,1
nikluge-au-2022-train-005094,"&affiliation& 놈들 당차원에서 공격적인 글 쓸 때부터 알아봤는데, 구청장이란 놈이 이런 생각일 줄은",1
nikluge-au-2022-train-005095,지금은 그래도 MCU 하면 믿고 보는 분위기가 생겼으니 그때보다 듣보 캐릭터를 잘 띄울 수 있지 않을까 라는 얘기였어요,1
nikluge-au-2022-train-005096,"너희는 너무 미련하고 멧돼지처럼 둔하지만, 자 이번만은 정신차려!",1
nikluge-au-2022-train-005097,다음주 시험이네,0
nikluge-au-2022-train-005098,계속 연결돼,0
nikluge-au-2022-train-005099,잔다고도...,0
nikluge-au-2022-train-005100,내가 생각했는데....,0
nikluge-au-2022-train-005101,네시반 안일어날거임,0
nikluge-au-2022-train-005102,5시 일날거임,0
nikluge-au-2022-train-005103,어쩌라고요~,0
nikluge-au-2022-train-005104,파일 싹 날아감,0
nikluge-au-2022-train-005105,근데 피곤해보인다,0
nikluge-au-2022-train-005106,ㄴㅁㅂ 이놈들 요즘 그냥 위치서비스 기반으로 겜 하는 거 유행하니까 넣자고 한 거 같음,1
nikluge-au-2022-train-005107,찐메갈러버들이였구나,1
nikluge-au-2022-train-005108,&name& 발목에 파스 붙이신건가?,0
nikluge-au-2022-train-005109,일시키지마......,0
nikluge-au-2022-train-005110,진짜 유해하다,1
nikluge-au-2022-train-005111,00는 과학 어쩌구 하는 남덕들 진짜,1
nikluge-au-2022-train-005112,신기하다,0
nikluge-au-2022-train-005113,글씨 잘 쓰신다,0
nikluge-au-2022-train-005114,에어컨 없다고????????,0
nikluge-au-2022-train-005115,아이스팩 두개끼고 마셔야하나,0
nikluge-au-2022-train-005116,례술한남관찰기를 뽑을만큼,1
nikluge-au-2022-train-005117,듣고있습니다,0
nikluge-au-2022-train-005118,이거 너무 지쳐보이지 않나요??,0
nikluge-au-2022-train-005119,암튼 별로임,0
nikluge-au-2022-train-005120,아들은 별로 겪는 게 없는데..,0
nikluge-au-2022-train-005121,집앞 화단이 아무래도 매미 헌팅포차인듯,0
nikluge-au-2022-train-005122,진심 거울 없노..,1
nikluge-au-2022-train-005123,시골할머니들 존나 극혐이야,1
nikluge-au-2022-train-005124,걍 남자만이 하는 짓..,1
nikluge-au-2022-train-005125,범인 아니더라도 저 인간 개노답이다,1
nikluge-au-2022-train-005126,스크 쓸 때 맨날 요금 5만원씩 나왓는데 왜 갑자기 이제와서 12만원이나 쳐달래는거지?,1
nikluge-au-2022-train-005127,랟펨새끼들 또 붙었네,1
nikluge-au-2022-train-005128,잔느너무좋다,0
nikluge-au-2022-train-005129,쿠농판 나가서 먹는게 페이트라니,0
nikluge-au-2022-train-005130, 한녀감성곤뚜 남자착즙하는게 아주,1
nikluge-au-2022-train-005131,여러분 쿠농먹어,0
nikluge-au-2022-train-005132,오타쿠들이 과몰입 좀 하갯다는데 머가문제,1
nikluge-au-2022-train-005133,하루만에 아스톨포 보구 레벨 4 된사람,0
nikluge-au-2022-train-005134,나 디씨갤가서 한남인척 일주일 버티기 쌉가능,1
nikluge-au-2022-train-005135,대리구매찾아요...대리구매......,0
nikluge-au-2022-train-005136,전갈빼고다잇다고,0
nikluge-au-2022-train-005137,ㅃㄹ 페이트노래부르러가야함,0
nikluge-au-2022-train-005138,저의 오타쿠력이 귀여움으로 승화되어 다행.,1
nikluge-au-2022-train-005139,종ㄷ화다시벌엇음,0
nikluge-au-2022-train-005140,한모금만 마실개요,0
nikluge-au-2022-train-005141,한모금만,0
nikluge-au-2022-train-005142,아처그리다가아오미네그리니까 고향 돌아온기분임,0
nikluge-au-2022-train-005143,지구 위도 이제부터 내 머리꼭지 기준이다,0
nikluge-au-2022-train-005144,안자면 한남보다 못한새끼임,1
nikluge-au-2022-train-005145,애니과제 이제 감상문만하면됨,0
nikluge-au-2022-train-005146,코 비틀어버리고싶음,1
nikluge-au-2022-train-005147,애쉬블루요,0
nikluge-au-2022-train-005148,어케 그걸 훔쳐가냐,1
nikluge-au-2022-train-005149,노답오타쿠가될줄몰랏는데.....,1
nikluge-au-2022-train-005150,내가고생한거앟아줘.......,0
nikluge-au-2022-train-005151,아처 령주로명령하니까 &location&좀 뿌서조,1
nikluge-au-2022-train-005152,직원분한테 물어봣어요???,0
nikluge-au-2022-train-005153,뒤지고싶ㄴ냐,1
nikluge-au-2022-train-005154,에필로그에 로그하나는 올려줘야지,0
nikluge-au-2022-train-005155,아란칼로 뽑은뽕이 얼만데,0
nikluge-au-2022-train-005156,아오미네 퍽ㅇ쳣대,0
nikluge-au-2022-train-005157,니나잘해,0
nikluge-au-2022-train-005158,내탐라 아처 좋아한.,0
nikluge-au-2022-train-005159,이거 &affiliation& 알티딸 칠수잇는데 다들 스포땜에 닥치고잇다는게 너무웃김,1
nikluge-au-2022-train-005160,구리긴해도 잘 뒤져보면 맛잇는부분잇거든요,1
nikluge-au-2022-train-005161,좀만내색해주면 바로 그만두니가요,0
nikluge-au-2022-train-005162,난 까빠라서 진ㅂ정오타쿠들한테도 처맞고 메타후조들한테도 처맞앗음,1
nikluge-au-2022-train-005163,내일 2교신데 심란하게만드네,0
nikluge-au-2022-train-005164,아르쥬나드림러분인가부다 들어갓는데 난님일때 &name&의 기분을 서술하시오,0
nikluge-au-2022-train-005165,"아루 의사서번트 디자인다햇다.,",0
nikluge-au-2022-train-005166,페그오에서 이 신으로 실장내면 어떡함,0
nikluge-au-2022-train-005167,어캐하셧어요,0
nikluge-au-2022-train-005168,내 브나나주식 성공한다,0
nikluge-au-2022-train-005169,이건된다,0
nikluge-au-2022-train-005170,내가먹는주식은 항상 떡상한다고,0
nikluge-au-2022-train-005171,아처진심녀됏음..,0
nikluge-au-2022-train-005172,아처사랑해................,0
nikluge-au-2022-train-005173,세 끼 꼬박처먹고 할줄아는게 한남오타쿠말투라니,1
nikluge-au-2022-train-005174,댁 의 아들.,0
nikluge-au-2022-train-005175,댁도...제 거 하실래요.?,0
nikluge-au-2022-train-005176,방금일어남...,0
nikluge-au-2022-train-005177,드로잉할때 눈 구조 잘 기억해두면서ㅠ오타쿠그림만 그리면 다 까먹어,1
nikluge-au-2022-train-005178,진짜 대박이다,0
nikluge-au-2022-train-005179,곤뚜저장해야지,0
nikluge-au-2022-train-005180,(퐁듀님: 네?),0
nikluge-au-2022-train-005181,이렇게 오늘도 연명하는,0
nikluge-au-2022-train-005182,2차계에선 몇백알티받아도 음...,0
nikluge-au-2022-train-005183,잘햇어요,0
nikluge-au-2022-train-005184,&name&님 입 오늘 열일햇으니가 맛잇는거 머거,0
nikluge-au-2022-train-005185,속울렁거림,0
nikluge-au-2022-train-005186,한녀살려,1
nikluge-au-2022-train-005187,길군의 보.물.상.자 뭐 이런거냐고,0
nikluge-au-2022-train-005188,(양심없는새기),1
nikluge-au-2022-train-005189,밥두그릇먹고 간식도 먹고 음료수도먹고 디저트도먹고 에피타이저도 먹잖아요,0
nikluge-au-2022-train-005190,나도 드친소하고싶어,0
nikluge-au-2022-train-005191,다 탱자탱자 놀때 하는거지,0
nikluge-au-2022-train-005192,곤뚜츠구.......구질구질이....,0
nikluge-au-2022-train-005193,진자 대박 구경하시려면 저희동네오세요,0
nikluge-au-2022-train-005194,진짜 본인의 쿨함< 에 취해서 예의 좆된 오타쿠들 너무 많다,1
nikluge-au-2022-train-005195,더러워서 죽엇음좋겟어,1
nikluge-au-2022-train-005196,나이제 필터링안한다,0
nikluge-au-2022-train-005197,그냥옹호도싫고 꼴도보기싫고 진짜야마스핀하니까 저 블언블말고 꼭 블락 해주새요 제발,1
nikluge-au-2022-train-005198,저희집 바로 앞에 교회?,0
nikluge-au-2022-train-005199,성당잇는디 걔네 길고양이 밥도 주더라구 ㄱ,0
nikluge-au-2022-train-005200,너무바ㅃ짜,0
nikluge-au-2022-train-005201,근데 막 기념일날 받는 꽃다발 이런건 은근 좋아할것같다,0
nikluge-au-2022-train-005202,"&name&도 사랑햇어요.,.,.,",0
nikluge-au-2022-train-005203,존나 오타쿠질에 미쳐서 남 존중 못하는애들이야...,1
nikluge-au-2022-train-005204,아개웃겨요,0
nikluge-au-2022-train-005205,저번학기만 해도 쿠농 탈덕할 생각은 없었지만..언젠간...탈덕하겠지..,0
nikluge-au-2022-train-005206,탈덕하면 뭐 파지,0
nikluge-au-2022-train-005207,나 서사 변태인 장르 좋아하나봐,0
nikluge-au-2022-train-005208,(챙럼삘나는 &name&가잇대),1
nikluge-au-2022-train-005209,근데 그 와중에 자신의 의지는 관철한다고 주인공만 존나 비춰줌,1
nikluge-au-2022-train-005210,그런 여캐 먹고 있는 사람들한테 일침이랍시고 예의없이 얘기하는건 대체 뭘 기대하고 그런거임,1
nikluge-au-2022-train-005211,되어드릴개요,0
nikluge-au-2022-train-005212,&name&부터 기막힌 면상 곤뚜임,1
nikluge-au-2022-train-005213,나 꿈에 아오미네나옴,0
nikluge-au-2022-train-005214,"전공시간에 오타쿠그림 그리기,.,.",1
nikluge-au-2022-train-005215,어케 뽑히는것마다 다 고양이상이지,0
nikluge-au-2022-train-005216,곤뚜 최소 고양이상 자석,0
nikluge-au-2022-train-005217,일 줜나못하는 예술한남충감성,1
nikluge-au-2022-train-005218,공식 이길 수 없는 오타쿠,1
nikluge-au-2022-train-005219,한 거 쿠농본거랑 노가리밖에업는데여,0
nikluge-au-2022-train-005220,앗빠따죠,0
nikluge-au-2022-train-005221,저개조아요,0
nikluge-au-2022-train-005222,개조아요,0
nikluge-au-2022-train-005223,&name&야사랑.해.~~~,0
nikluge-au-2022-train-005224,"(뇌에서 계산ㅅ하고 대가리 치는중.,,)",1
nikluge-au-2022-train-005225,번갈아가면서 코 골아,0
nikluge-au-2022-train-005226,"나 아처 사랑하지 않아.,.",0
nikluge-au-2022-train-005227,"아루를사랑해서넣은거야ㅣ.,.,.,.",0
nikluge-au-2022-train-005228,이 일본오타쿠애니 감성 오랜만이다,1
nikluge-au-2022-train-005229,개웃기네,0
nikluge-au-2022-train-005230,님 저리가샘,0
nikluge-au-2022-train-005231,조캣내요,0
nikluge-au-2022-train-005232,(괜히아오미내보면서 씅내기),0
nikluge-au-2022-train-005233,아오미넷치는 카가미 비웃지말라고 츳코미 거는 키세....미국 수도는 뉴욕이라고 하네요,0
nikluge-au-2022-train-005234,자꾸 탐라에 끌올되는데 될때마다 다시 봐도 넘 조아요,0
nikluge-au-2022-train-005235,"쥔공학교한테 깝칠대로 깝쳐서 윈터컵 예선탈락도 봐줬는데 찜질방만큼은 봐줄수없음 진ㅉ따.,.,.,",1
nikluge-au-2022-train-005236,다음질문,0
nikluge-au-2022-train-005237,아오미네가 집게 들었을때 누가 아오미네 입에 쌈 싸서 넣어주나,0
nikluge-au-2022-train-005238,(아오미네: 야 어제 먹던 치킨 어딨냐),0
nikluge-au-2022-train-005239,"냉장고 밑에서 두번째 왼쪽 칸.,,",0
nikluge-au-2022-train-005240,충성충성~~~~,0
nikluge-au-2022-train-005241,에타에 메갈 줜나많더라 개웃겨 짱.,1
nikluge-au-2022-train-005242,그냥 긱사에서 스듀하는게 더 쟴쓸듯,0
nikluge-au-2022-train-005243,진짜 개병신마인드다,1
nikluge-au-2022-train-005244,과몰입 양아치.,1
nikluge-au-2022-train-005245,"그럴땐 그냥 머리에 생각 빼고 낙서 하면 ㄱㅊ아짐.,,,",0
nikluge-au-2022-train-005246,개노답삼형제 민알긂의 밥을 차려주는 앛,1
nikluge-au-2022-train-005247,암것도 모르고 나도 사찰하지 마세요 하고 삻앗는데 아니에요 저 사찰해도 됨,0
nikluge-au-2022-train-005248,짖자 도라이다,1
nikluge-au-2022-train-005249,의미부여는 그거 처먹는 오타쿠들이 보고 알아서 하는거다,1
nikluge-au-2022-train-005250,니들 다 공식일러 안 나오면 눈물떨구는 한낱 오타쿠일 뿐이야,1
nikluge-au-2022-train-005251,지금 하고있는 꼬라지 보니까 영원히 안 그릴듯,1
nikluge-au-2022-train-005252,잠간만요,0
nikluge-au-2022-train-005253,주전부리좀 만들어서 후딱 링크오ㅡ 함께 오갯읍니다,0
nikluge-au-2022-train-005254,괴로운데요........,0
nikluge-au-2022-train-005255,"사실모르겟어요.,.....",0
nikluge-au-2022-train-005256,연인드림? 이라긴 좀 그렇고 사실 너무 괴로워요,0
nikluge-au-2022-train-005257,"그치만이건.,드림러의숙명.,",0
nikluge-au-2022-train-005258,근데 미네 옆에 키새잇으니가 졸라리 대비돼서 못생겨보여료,1
nikluge-au-2022-train-005259,근데 지금 오타쿠질 잘 하고잇는데 굳이? 라는 생각과  오히려 잘 하고 있으니까 갠봇님께 더 잘 해드릴 수 잇지 않나?? 라는 생각이 동시공존 중이야,1
nikluge-au-2022-train-005260,ㅂㄹ안친햇지안냐,0
nikluge-au-2022-train-005261,2차연성 해야지 하고 생ㄱ각하면 ㄹㅇ 아무생각안 나거든 내가 왜 연성을 해야하지 갓아트가 이렇게 많은데.,0
nikluge-au-2022-train-005262,하지만 드림?,0
nikluge-au-2022-train-005263,"(기어다님,,",0
nikluge-au-2022-train-005264,파키 학창시절에 과묵하고 말 없이 잇엇는데 생긴거 성격 더러워보이게 생겨서 애들이 무서워서 말 안 검,1
nikluge-au-2022-train-005265,당연히 알죠 저 금향 오타쿠잔아요,1
nikluge-au-2022-train-005266,존나 한남같은 마인드임....,1
nikluge-au-2022-train-005267,"아뇨 스레기는아니고 쥔공이니까.,.,",0
nikluge-au-2022-train-005268,"전 F(구작)부터 봣는데 거기서 ㄹㅇ 일빻남(여자가 칼 들고 싸우면 안돼!) + 답답함 +하지 말라는거 다 함 + 똥은 여캐들이 다 치움 < 이라서... .,,,",1
nikluge-au-2022-train-005269,(UBW인 신작에선 덜하긴 하지만)...,0
nikluge-au-2022-train-005270,"그래두함보세요.,.",0
nikluge-au-2022-train-005271,닌텐도 팔앗음,0
nikluge-au-2022-train-005272,의도치않게 피어싱처럼보임,0
nikluge-au-2022-train-005273,내가 다니던 초등학교야,0
nikluge-au-2022-train-005274,여기는 이 부분만 올려야지.,0
nikluge-au-2022-train-005275,곤뚜 힘냇다.,0
nikluge-au-2022-train-005276,아오미네생일날 쿠농 블루레이 미니라이브한대,0
nikluge-au-2022-train-005277,"그치만 우리의 연은 여기까지야.,,",0
nikluge-au-2022-train-005278,네들갉ㄱ개요,0
nikluge-au-2022-train-005279,개소리야,1
nikluge-au-2022-train-005280,방구석 오타쿠?,1
nikluge-au-2022-train-005281,"리디 만화 캡쳐하는법 아시는분.,.,",0
nikluge-au-2022-train-005282,그치만 난 니가 내게 돈을 줫음 좋겟어,0
nikluge-au-2022-train-005283,~한남 인공지능설~,1
nikluge-au-2022-train-005284,개토나와,1
nikluge-au-2022-train-005285,앞으로 힙찔한남에대한 수식어로 산이하다쓰면될듯,1
nikluge-au-2022-train-005286,한국냄져 고추작고 승질도 드러워서 여자때린다~,1
nikluge-au-2022-train-005287,생리하면 나만 설사맨됨.?,0
nikluge-au-2022-train-005288,&art&,1
nikluge-au-2022-train-005289,쟤네 훼손될 명ㅇ ㅖ는잇냐?,1
nikluge-au-2022-train-005290,티셔스는 목이젤루중요한디,0
nikluge-au-2022-train-005291,디너댓않되갯내,0
nikluge-au-2022-train-005292,머ㅓ보면서 흥분해서 캡처 5장씩하고 난리낫네,0
nikluge-au-2022-train-005293,&name&닮앗네 하면서 내렷는데 &name&이엇잔아,0
nikluge-au-2022-train-005294,저거 어디서해오는거임,0
nikluge-au-2022-train-005295,누가 집바닥이랑 옷장을 빨간색으로 초이스해,0
nikluge-au-2022-train-005296,아니 애초에 넘 여혐범벅,1
nikluge-au-2022-train-005297,부엌에 모기잇어tj 서 온가족 춤추면서 치킨먿는중,0
nikluge-au-2022-train-005298,뉴오ㅓ서 재채기햇다가 사레들림,0
nikluge-au-2022-train-005299,그냥 가개해주면 않되냐,0
nikluge-au-2022-train-005300,한남서사 우웩~,1
nikluge-au-2022-train-005301,재수학언 등록할라고갓는디 만원이라 대기해야한댕,0
nikluge-au-2022-train-005302,&name& 뭐 물어보지도안앗는데 지혼자 처말해,1
nikluge-au-2022-train-005303,내몸레서 파티열림,0
nikluge-au-2022-train-005304,10방물렷러,0
nikluge-au-2022-train-005305,돌아가면서 한입식뜯엇냐?,0
nikluge-au-2022-train-005306,잘생긴남자여도 한남이면 일단 좀 빡침,1
nikluge-au-2022-train-005307,진짜못놀러가갯다,0
nikluge-au-2022-train-005308,개더러워,1
nikluge-au-2022-train-005309,니네 내년에 다 디져라,1
nikluge-au-2022-train-005310,한남얘기중인데 다른나라가뭐어쩌라고~,1
nikluge-au-2022-train-005311,&name&는 태어날때부터 개싸가지엿을까?,1
nikluge-au-2022-train-005312,길가다 빵터짐,0
nikluge-au-2022-train-005313,&name&선배의 한남조지기24시 60컷나왓으면좋갯네요,1
